subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag,days_overdue
S-a29ba3,A-95b24a,2023-10-12,,Enterprise,38,7562,90744,False,False,False,False,monthly,False,0
S-90c2a9,A-ced9aa,2024-11-07,,Pro,3,147,1764,False,False,False,False,annual,True,0
S-f3d5d7,A-49b828,2024-11-22,,Enterprise,20,3980,47760,False,False,False,False,annual,True,0
S-519f1c,A-0354fe,2024-11-03,,Basic,34,646,7752,False,False,False,False,monthly,False,0
S-9c19fe,A-bd4513,2024-12-20,,Enterprise,50,9950,119400,False,False,False,False,monthly,False,0
S-a6f0f1,A-d792a6,2024-04-26,,Pro,4,196,2352,False,False,False,False,annual,True,0
S-0144ac,A-5a215a,2024-03-13,,Enterprise,87,17313,207756,False,False,False,False,monthly,True,0
S-dbe2ac,A-5f7781,2024-09-13,,Basic,22,418,5016,False,True,False,False,annual,True,0
S-762cae,A-6e08f3,2024-08-11,,Pro,18,882,10584,False,False,False,False,annual,True,0
S-ad02b5,A-c58f49,2024-10-05,,Enterprise,70,13930,167160,False,True,False,False,monthly,True,0
S-327a60,A-1f0ac7,2024-05-03,,Basic,47,893,10716,False,False,False,False,annual,True,0
S-e1081c,A-5fe118,2024-12-05,,Enterprise,39,7761,93132,False,False,False,False,monthly,True,0
S-f44c76,A-58b9ff,2024-09-24,,Pro,14,686,8232,False,False,False,False,monthly,True,0
S-d30894,A-71615e,2024-06-27,,Enterprise,15,2985,35820,False,False,False,False,annual,True,0
S-632337,A-7da956,2024-09-26,2024-12-29,Enterprise,14,2786,33432,False,False,False,True,monthly,True,0
S-3d4f7a,A-ed510f,2024-12-21,,Pro,42,2058,24696,False,False,False,False,monthly,True,0
S-0e8b21,A-8adedc,2024-08-21,,Basic,22,418,5016,False,False,False,False,monthly,True,0
S-f50afe,A-117171,2024-11-11,,Basic,45,855,10260,False,False,False,False,annual,True,0
S-bc0806,A-d792a6,2024-07-04,,Enterprise,4,796,9552,False,False,False,False,monthly,True,0
S-4a89a7,A-10b8f2,2023-04-19,,Basic,47,893,10716,False,False,False,False,monthly,False,0
S-19950d,A-f9cc74,2024-10-28,,Pro,30,1470,17640,False,False,False,False,annual,False,0
S-a3ab14,A-fdfc91,2024-07-31,2024-11-10,Pro,29,1421,17052,False,False,False,True,annual,False,0
S-70c743,A-a2485e,2024-08-17,,Pro,68,3332,39984,False,False,False,False,annual,False,0
S-be655e,A-7f29a7,2024-11-24,,Basic,41,779,9348,False,False,False,False,annual,True,0
S-55ef07,A-94f8c9,2024-08-11,,Enterprise,13,2587,31044,False,False,False,False,annual,True,0
S-9c06f8,A-692f18,2024-04-05,,Pro,19,931,11172,False,False,False,False,annual,True,0
S-071ade,A-aa9511,2024-11-07,,Basic,23,437,5244,False,False,True,False,annual,True,0
S-104941,A-fdfc91,2023-07-30,,Basic,29,551,6612,False,True,False,False,monthly,True,0
S-c3d2f9,A-1d5444,2024-04-04,,Basic,24,456,5472,False,False,False,False,annual,True,0
S-ae4310,A-5790f4,2024-12-22,,Pro,20,0,0,True,False,False,False,monthly,True,0
S-9e8ce0,A-7f29a7,2024-11-28,,Pro,41,2009,24108,False,False,False,False,annual,True,0
S-94b283,A-186a44,2024-10-28,,Basic,20,0,0,True,False,False,False,monthly,True,0
S-0e12c9,A-bcf87c,2024-12-10,,Basic,51,0,0,True,False,False,False,monthly,True,0
S-56886a,A-e19ff6,2024-08-11,,Enterprise,3,0,0,True,False,False,False,annual,False,0
S-f0081e,A-b7ef83,2024-12-06,2024-12-10,Enterprise,45,8955,107460,False,False,False,True,monthly,True,0
S-3c9178,A-17939a,2024-12-29,,Basic,11,209,2508,False,False,False,False,monthly,False,0
S-aea1bf,A-d49cc5,2024-05-10,,Pro,50,2450,29400,False,False,False,False,monthly,True,0
S-a525b3,A-df10db,2023-12-05,,Pro,7,343,4116,False,True,False,False,monthly,False,0
S-e78c09,A-b9f5b1,2024-10-15,,Enterprise,15,2985,35820,False,False,False,False,annual,True,0
S-19465f,A-039727,2024-11-12,,Basic,25,475,5700,False,False,False,False,monthly,True,0
S-b45bc6,A-425e76,2023-08-18,2023-11-01,Enterprise,32,6368,76416,False,False,False,True,monthly,True,0
S-c58b17,A-e1462e,2024-07-07,,Pro,46,2254,27048,False,False,False,False,annual,True,0
S-b32a70,A-3ce5b8,2024-09-30,,Basic,8,152,1824,False,False,False,False,monthly,True,0
S-e3dff3,A-e98302,2024-07-14,,Pro,23,1127,13524,False,False,False,False,annual,True,0
S-2b2fa8,A-ed510f,2024-05-16,,Pro,42,2058,24696,False,True,False,False,annual,True,0
S-70addb,A-692f18,2024-10-05,,Basic,10,190,2280,False,False,False,False,monthly,False,0
S-d507da,A-aa9511,2023-11-01,,Enterprise,23,4577,54924,False,False,False,False,annual,True,0
S-f2f40c,A-7f4db3,2024-06-29,,Enterprise,45,8955,107460,False,False,False,False,annual,True,0
S-fd12a3,A-ed510f,2023-07-17,2023-10-09,Basic,42,798,9576,False,False,False,True,annual,False,0
S-7e5af5,A-1d5444,2024-03-19,,Basic,24,456,5472,False,False,False,False,annual,True,0
S-3a5c75,A-a8d89d,2024-12-05,,Basic,17,323,3876,False,False,False,False,annual,True,0
S-211bc2,A-3b5cd1,2024-11-24,,Enterprise,13,2587,31044,False,False,False,False,annual,False,0
S-d19da0,A-7da956,2024-11-04,,Basic,13,247,2964,False,False,False,False,annual,True,0
S-0d4d11,A-d77f4c,2023-11-10,,Basic,41,0,0,True,False,True,False,monthly,True,0
S-965b1c,A-a8d89d,2024-06-16,,Pro,14,686,8232,False,False,False,False,monthly,True,0
S-4e00a0,A-eb7c38,2024-11-01,,Pro,14,686,8232,False,False,False,False,annual,True,0
S-9c735f,A-d49cc5,2024-07-06,,Basic,50,950,11400,False,False,False,False,annual,True,0
S-4970c1,A-56962b,2024-09-03,,Basic,163,3097,37164,False,False,False,False,annual,True,0
S-a46dd4,A-5a215a,2024-09-18,,Enterprise,87,17313,207756,False,False,False,False,annual,True,0
S-4d8633,A-e83938,2024-07-17,,Pro,31,1519,18228,False,False,False,False,monthly,True,0
S-e8eb5c,A-dfbd31,2024-09-17,,Pro,43,2107,25284,False,True,False,False,monthly,True,0
S-69b070,A-a6d261,2024-09-18,,Enterprise,27,5373,64476,False,True,False,False,annual,True,0
S-648397,A-5fe118,2024-12-02,,Pro,123,6027,72324,False,False,False,False,monthly,True,0
S-507731,A-e43bf7,2024-06-02,,Pro,44,2156,25872,False,False,False,False,annual,True,0
S-04b127,A-a6d261,2023-12-13,,Basic,9,171,2052,False,False,False,False,monthly,True,0
S-cc9b9d,A-94f8c9,2024-11-25,,Enterprise,13,2587,31044,False,False,False,False,annual,True,0
S-46852c,A-58b9ff,2024-09-26,,Enterprise,76,15124,181488,False,False,False,False,monthly,True,0
S-06447b,A-17939a,2024-12-27,,Pro,1,49,588,False,False,False,False,annual,True,0
S-e98121,A-56962b,2024-12-15,,Enterprise,163,32437,389244,False,False,False,False,monthly,True,0
S-8eab5b,A-2e3bad,2024-01-14,2024-03-01,Pro,61,2989,35868,False,False,False,True,annual,True,0
S-aa3dd4,A-aa9511,2024-09-23,,Enterprise,58,0,0,True,False,False,False,monthly,True,0
S-a5a9b8,A-94c3cd,2024-09-29,,Basic,45,855,10260,False,False,False,False,annual,False,0
S-b559da,A-e19ff6,2023-08-09,,Basic,8,152,1824,False,False,False,False,annual,True,0
S-83f2e5,A-e1462e,2023-12-01,,Enterprise,29,5771,69252,False,True,False,False,monthly,True,0
S-ba3fc7,A-dcc2f0,2024-10-25,,Enterprise,15,2985,35820,False,False,False,False,annual,True,0
S-8a3abd,A-6f8ad2,2024-08-23,,Pro,26,1274,15288,False,False,False,False,annual,True,0
S-e7e4bd,A-1f0ac7,2024-02-15,,Enterprise,24,4776,57312,False,False,False,False,annual,True,0
S-1c23d2,A-186a44,2024-11-14,,Pro,20,0,0,True,False,False,False,monthly,True,0
S-22778a,A-328bd0,2024-02-28,,Basic,18,342,4104,False,False,False,False,monthly,False,0
S-71c55a,A-296d7c,2024-06-08,,Basic,2,38,456,False,False,False,False,annual,False,0
S-e32b16,A-d77f4c,2024-11-20,,Enterprise,29,5771,69252,False,False,False,False,annual,True,0
S-c22c29,A-692f18,2024-12-15,2024-12-17,Enterprise,28,5572,66864,False,False,False,True,annual,True,0
S-e73cdf,A-b7ef83,2024-11-08,,Enterprise,44,8756,105072,False,False,False,False,annual,False,0
S-3f08d7,A-d792a6,2023-10-13,,Enterprise,4,796,9552,False,False,True,False,monthly,True,0
S-77f7fd,A-425e76,2024-08-06,,Pro,27,1323,15876,False,False,False,False,monthly,True,0
S-456d47,A-7da956,2024-10-08,,Enterprise,13,2587,31044,False,False,False,False,monthly,True,0
S-9780e9,A-dcc2f0,2024-09-02,,Basic,15,0,0,True,False,False,False,annual,True,0
S-e477e9,A-c16101,2024-09-06,,Pro,7,343,4116,False,False,False,False,monthly,True,0
S-067c38,A-3b5cd1,2024-01-03,,Basic,16,304,3648,False,False,False,False,monthly,True,0
S-4695b8,A-ad64c6,2024-08-15,2024-11-11,Pro,12,588,7056,False,False,False,True,annual,True,0
S-9de4eb,A-039727,2024-12-06,,Enterprise,25,4975,59700,False,False,False,False,monthly,True,0
S-6100a4,A-b30291,2024-10-21,,Pro,47,0,0,True,False,False,False,annual,True,0
S-18565e,A-463db0,2024-12-26,,Enterprise,42,8358,100296,False,False,False,False,monthly,False,0
S-5d434f,A-82861f,2024-05-18,,Pro,41,2009,24108,False,False,False,False,monthly,True,0
S-9ea111,A-0354fe,2024-12-10,,Enterprise,34,6766,81192,False,False,False,False,monthly,False,0
S-8486d2,A-7df7a7,2024-12-28,,Enterprise,30,5970,71640,False,False,False,False,annual,True,0
S-a5d1e3,A-e19ff6,2024-07-01,,Basic,18,342,4104,False,False,False,False,monthly,True,0
S-c1eb68,A-81edc3,2024-11-02,,Basic,32,608,7296,False,True,False,False,monthly,False,0
S-909b7f,A-eafc6e,2024-08-16,,Enterprise,27,5373,64476,False,False,False,False,monthly,True,0
S-2de449,A-702032,2024-04-24,,Enterprise,28,5572,66864,False,False,False,False,annual,True,0
S-3fb251,A-87aa7b,2024-07-22,,Enterprise,50,0,0,True,True,False,False,monthly,False,0
S-cfaa97,A-c9bb3e,2024-09-13,,Basic,26,494,5928,False,False,False,False,monthly,True,0
S-224bca,A-3b5cd1,2024-02-27,,Enterprise,18,3582,42984,False,False,False,False,monthly,False,0
S-1cefc9,A-10b8f2,2024-12-16,,Pro,48,2352,28224,False,False,False,False,annual,True,0
S-104ed3,A-855a48,2024-03-02,,Basic,14,266,3192,False,False,False,False,annual,True,0
S-b86304,A-462d45,2024-05-07,,Pro,19,931,11172,False,False,False,False,annual,True,0
S-4c9107,A-9208f0,2023-09-19,,Basic,4,76,912,False,True,False,False,annual,True,0
S-8f4f5b,A-7f6b86,2023-08-30,,Pro,45,0,0,True,False,False,False,annual,True,0
S-e874c1,A-92a3af,2024-07-24,,Pro,34,1666,19992,False,False,False,False,monthly,False,0
S-80fa36,A-55f257,2024-01-18,,Pro,9,441,5292,False,False,False,False,monthly,False,0
S-5ed335,A-7df7a7,2023-10-17,2024-01-18,Enterprise,13,2587,31044,False,False,False,True,monthly,True,0
S-ec56f3,A-92a333,2024-07-03,,Basic,67,1273,15276,False,False,False,False,monthly,True,0
S-bc5908,A-0354fe,2024-11-15,,Enterprise,34,6766,81192,False,False,False,False,monthly,True,0
S-f17152,A-7f6b86,2024-09-16,,Enterprise,59,11741,140892,False,False,False,False,annual,True,0
S-0a59be,A-328bd0,2023-08-24,,Enterprise,18,3582,42984,False,False,False,False,monthly,True,0
S-1eb467,A-94f8c9,2024-12-31,,Enterprise,13,2587,31044,False,False,False,False,monthly,True,0
S-6a9918,A-92a3af,2024-11-07,,Enterprise,35,6965,83580,False,False,False,False,annual,False,0
S-de6767,A-e3bd71,2024-10-19,,Enterprise,31,6169,74028,False,False,False,False,annual,True,0
S-c1316c,A-855a48,2024-07-30,,Enterprise,60,11940,143280,False,False,False,False,annual,True,0
S-d27f96,A-a8d89d,2024-11-23,,Enterprise,28,5572,66864,False,False,False,False,monthly,True,0
S-1c406a,A-82861f,2024-07-10,,Enterprise,53,10547,126564,False,False,False,False,monthly,True,0
S-2c617b,A-fda07f,2024-10-28,,Pro,51,0,0,True,False,False,False,annual,True,0
S-30c045,A-eb7fac,2024-05-24,,Pro,92,4508,54096,False,False,False,False,monthly,True,0
S-af2d97,A-781cc0,2024-11-01,2024-11-02,Pro,28,1372,16464,False,False,False,True,monthly,False,0
S-91da84,A-6c093d,2024-03-08,2024-09-19,Pro,7,343,4116,False,False,False,True,annual,True,0
S-d7ef67,A-558c72,2024-03-07,,Basic,12,228,2736,False,True,False,False,monthly,False,0
S-526874,A-cc8c8f,2024-12-17,,Enterprise,23,4577,54924,False,False,False,False,annual,True,0
S-bbd26a,A-df10db,2024-06-24,,Basic,3,57,684,False,False,False,False,monthly,True,0
S-4ef4fd,A-eb7fac,2024-09-19,,Pro,7,343,4116,False,False,False,False,annual,True,0
S-6b0a2f,A-d49cc5,2024-03-26,,Pro,50,2450,29400,False,False,False,False,annual,True,0
S-23ccf4,A-9b9fe9,2024-10-27,,Basic,99,1881,22572,False,False,False,False,annual,False,0
S-fae334,A-d3c88e,2024-12-03,,Pro,31,1519,18228,False,False,False,False,monthly,False,0
S-c18476,A-40906c,2024-09-28,,Pro,92,4508,54096,False,False,False,False,monthly,True,0
S-5fe3e5,A-9b9fe9,2023-11-28,,Enterprise,5,995,11940,False,False,False,False,annual,False,0
S-a09e70,A-58b9ff,2024-10-13,,Basic,22,418,5016,False,True,False,False,annual,True,0
S-f71904,A-9a532a,2024-09-28,,Basic,62,0,0,True,False,False,False,monthly,True,0
S-90229f,A-1f0ac7,2024-07-11,,Pro,24,0,0,True,True,False,False,monthly,True,0
S-25ee09,A-94f8c9,2024-04-11,,Enterprise,13,2587,31044,False,True,False,False,monthly,True,0
S-ad8908,A-18793f,2024-12-19,,Pro,148,7252,87024,False,False,False,False,annual,False,0
S-4d2bda,A-bbc346,2024-09-27,,Basic,19,0,0,True,True,False,False,annual,True,0
S-cce34b,A-462d45,2024-03-25,,Pro,18,882,10584,False,False,False,False,monthly,True,0
S-cb3a85,A-1d5444,2024-07-28,,Basic,24,456,5472,False,False,False,False,annual,True,0
S-615915,A-eb7c38,2024-05-24,2024-10-19,Enterprise,90,17910,214920,False,False,False,True,monthly,True,0
S-09cb75,A-c43359,2024-11-29,2024-12-30,Basic,38,722,8664,False,False,False,True,annual,True,0
S-ed55d2,A-039727,2024-11-07,,Enterprise,25,4975,59700,False,False,False,False,annual,True,0
S-6cff7d,A-87aa7b,2024-07-18,,Basic,56,1064,12768,False,False,False,False,monthly,True,0
S-373c6e,A-dfbd31,2024-10-15,,Pro,14,686,8232,False,False,False,False,monthly,True,0
S-7277c8,A-a2485e,2024-11-16,,Basic,28,532,6384,False,False,False,False,annual,False,0
S-0efb82,A-94f8c9,2024-04-05,,Pro,13,637,7644,False,False,False,False,monthly,True,0
S-4c9c01,A-eb7c38,2024-09-26,2024-10-10,Basic,23,0,0,True,False,False,True,annual,True,0
S-1f94ad,A-328bd0,2024-07-14,,Enterprise,18,3582,42984,False,False,False,False,annual,False,0
S-487d18,A-0354fe,2024-11-03,,Enterprise,34,0,0,True,False,False,False,annual,True,0
S-3f2b4c,A-855a48,2024-02-27,,Pro,31,1519,18228,False,False,False,False,annual,True,0
S-9df4f6,A-9174e0,2024-12-24,,Basic,37,703,8436,False,True,False,False,monthly,True,0
S-f26ae0,A-92a333,2024-07-04,,Basic,9,171,2052,False,False,False,False,monthly,True,0
S-12f05a,A-b9f5b1,2024-06-23,,Basic,15,285,3420,False,False,False,False,annual,False,0
S-23ae3c,A-186a44,2024-08-03,,Enterprise,24,4776,57312,False,False,False,False,monthly,True,0
S-d2e82c,A-bcf87c,2024-11-09,,Enterprise,16,3184,38208,False,False,False,False,monthly,True,0
S-041534,A-4e0e85,2024-06-06,,Pro,38,1862,22344,False,False,False,False,monthly,True,0
S-5ffb84,A-fe79a5,2024-04-12,,Enterprise,9,0,0,True,True,False,False,monthly,True,0
S-a707da,A-67be94,2024-12-18,,Pro,26,1274,15288,False,True,False,False,monthly,True,0
S-1712e6,A-9b9fe9,2023-12-10,2024-03-01,Pro,5,245,2940,False,False,False,True,monthly,True,0
S-497d95,A-1d5444,2024-07-15,,Basic,24,456,5472,False,False,False,False,monthly,True,0
S-c41762,A-9badbd,2024-12-21,2024-12-30,Enterprise,59,11741,140892,False,False,False,True,monthly,True,0
S-11b2c6,A-855a48,2024-06-06,,Basic,14,266,3192,False,False,False,False,monthly,False,0
S-e4b8fd,A-f446b6,2024-04-25,,Pro,53,2597,31164,False,False,False,False,monthly,False,0
S-7ba2ad,A-692f18,2024-08-05,,Basic,14,266,3192,False,False,False,False,annual,False,0
S-12e3ff,A-e43bf7,2023-05-21,,Enterprise,44,8756,105072,False,True,False,False,monthly,False,0
S-b2c291,A-ced9aa,2024-12-10,,Enterprise,3,597,7164,False,False,False,False,annual,True,0
S-33e4e2,A-a1b80b,2024-09-19,,Enterprise,16,3184,38208,False,False,True,False,annual,False,0
S-95a570,A-56962b,2024-11-20,2024-12-26,Pro,163,0,0,True,False,False,True,monthly,True,0
S-e1e2bf,A-7da956,2024-09-24,2024-11-04,Basic,13,247,2964,False,False,True,True,annual,True,0
S-f66b5d,A-039727,2024-12-07,,Enterprise,25,0,0,True,False,False,False,annual,False,0
S-9c1bcb,A-17939a,2024-12-28,,Basic,51,969,11628,False,False,False,False,monthly,True,0
S-ebbda6,A-558c72,2024-10-10,,Pro,15,735,8820,False,False,False,False,annual,True,0
S-628842,A-6f8ad2,2024-08-26,,Enterprise,27,5373,64476,False,False,False,False,annual,True,0
S-8fbabd,A-aa9511,2024-08-21,2024-09-09,Enterprise,25,4975,59700,False,False,False,True,monthly,True,0
S-6bab8f,A-eb7c38,2024-04-11,,Enterprise,13,0,0,True,False,False,False,annual,False,0
S-fcc241,A-443b7c,2024-09-25,,Enterprise,70,13930,167160,False,False,False,False,annual,True,0
S-b046ad,A-462d45,2024-09-24,,Basic,61,0,0,True,False,False,False,monthly,True,0
S-0463f5,A-7df7a7,2023-09-16,,Pro,7,343,4116,False,False,False,False,monthly,True,0
S-38bf32,A-ed510f,2024-01-24,,Pro,42,2058,24696,False,False,False,False,annual,True,0
S-28d64b,A-67be94,2024-04-03,,Basic,26,494,5928,False,False,False,False,monthly,True,0
S-fc3dcb,A-3b5cd1,2024-12-24,,Enterprise,32,6368,76416,False,False,False,False,annual,True,0
S-1ffdd8,A-ef84cf,2024-08-08,,Basic,8,152,1824,False,False,False,False,monthly,True,0
S-e9a159,A-1f0636,2024-06-27,,Enterprise,105,20895,250740,False,False,False,False,monthly,False,0
S-aaf30f,A-40906c,2024-11-06,,Pro,92,4508,54096,False,False,False,False,annual,True,0
S-b362a5,A-8145a0,2023-10-17,,Basic,44,836,10032,False,False,False,False,annual,True,0
S-b07043,A-e98302,2024-11-22,,Basic,16,304,3648,False,False,False,False,annual,True,0
S-2eb247,A-8145a0,2024-02-01,2024-06-09,Enterprise,25,4975,59700,False,False,False,True,monthly,True,0
S-92afb8,A-9174e0,2024-12-28,,Enterprise,37,7363,88356,False,True,False,False,annual,True,0
S-0b7eba,A-7f4db3,2023-03-11,,Enterprise,8,1592,19104,False,False,False,False,monthly,False,0
S-624857,A-69b156,2023-12-27,,Enterprise,7,1393,16716,False,False,False,False,monthly,True,0
S-45ab1a,A-1d5444,2024-04-19,,Basic,24,456,5472,False,False,False,False,annual,True,0
S-24ecbf,A-92a333,2024-03-17,,Enterprise,9,1791,21492,False,False,False,False,monthly,True,0
S-03906f,A-c1e51e,2024-11-28,,Basic,25,475,5700,False,False,False,False,annual,True,0
S-a9a707,A-71615e,2024-08-24,,Pro,51,2499,29988,False,True,False,False,monthly,False,0
S-1eba7d,A-4e0e85,2024-12-14,,Enterprise,39,0,0,True,True,False,False,annual,True,0
S-509e88,A-781cc0,2024-10-18,,Basic,21,399,4788,False,False,False,False,monthly,True,0
S-75c438,A-92a3af,2024-08-14,,Pro,34,1666,19992,False,False,False,False,monthly,True,0
S-28e7bf,A-5a92e7,2024-08-29,,Pro,27,1323,15876,False,False,False,False,monthly,True,0
S-354f6f,A-c58f49,2024-11-24,,Enterprise,70,13930,167160,False,False,False,False,annual,True,0
S-c7667c,A-c1e51e,2024-11-02,,Pro,10,490,5880,False,False,False,False,monthly,True,0
S-941e0f,A-1e6fc3,2024-08-28,,Basic,11,0,0,True,False,False,False,annual,True,0
S-d0bb87,A-5f7781,2024-12-07,,Pro,22,1078,12936,False,False,False,False,annual,True,0
S-ae4bb3,A-89ee83,2024-11-22,,Pro,74,3626,43512,False,True,False,False,annual,True,0
S-ac4799,A-86fc1d,2024-10-14,2024-10-20,Enterprise,26,0,0,True,True,False,True,monthly,True,0
S-19cb09,A-d42431,2024-10-17,,Enterprise,22,4378,52536,False,False,False,False,monthly,True,0
S-45c47e,A-d792a6,2023-08-01,,Basic,21,399,4788,False,False,False,False,annual,True,0
S-1f93cd,A-30b4ca,2024-08-25,,Basic,86,1634,19608,False,False,False,False,monthly,True,0
S-3ea19d,A-4e44e8,2024-09-28,,Basic,10,0,0,True,False,False,False,monthly,True,0
S-f53776,A-f446b6,2023-09-06,,Basic,12,228,2736,False,False,False,False,monthly,True,0
S-16cf6a,A-d792a6,2023-04-21,,Enterprise,12,2388,28656,False,False,False,False,annual,True,0
S-0ed7be,A-95b24a,2023-07-14,,Pro,47,2303,27636,False,False,False,False,monthly,False,0
S-d0af44,A-4e44e8,2024-08-23,,Basic,20,380,4560,False,True,False,False,annual,False,0
S-3e0c7b,A-cc1d8d,2024-12-16,,Basic,84,1596,19152,False,False,False,False,annual,True,0
S-3d0aa6,A-81edc3,2024-02-09,,Enterprise,7,0,0,True,False,False,False,monthly,True,0
S-4af421,A-6c093d,2024-07-08,,Basic,27,513,6156,False,False,False,False,monthly,False,0
S-526a2c,A-9174e0,2024-12-21,,Pro,37,1813,21756,False,False,False,False,monthly,True,0
S-aa5012,A-6f8ad2,2024-12-31,,Basic,41,779,9348,False,False,False,False,annual,False,0
S-3e0991,A-9174e0,2024-12-07,2024-12-14,Enterprise,37,7363,88356,False,False,False,True,monthly,False,0
S-fe0bc0,A-692f18,2024-03-29,,Enterprise,29,5771,69252,False,False,False,False,monthly,True,0
S-c8d680,A-558c72,2024-01-16,2024-02-03,Enterprise,12,2388,28656,False,False,False,True,monthly,True,0
S-a8ae52,A-fda07f,2024-10-10,,Enterprise,26,0,0,True,False,True,False,annual,False,0
S-f97537,A-0aaf6e,2024-06-16,,Pro,37,1813,21756,False,False,False,False,monthly,False,0
S-d6f7cd,A-bd4513,2024-11-14,,Enterprise,50,9950,119400,False,False,False,False,annual,True,0
S-dbe1b3,A-40906c,2024-11-13,,Pro,92,4508,54096,False,False,False,False,annual,True,0
S-26593b,A-328bd0,2024-05-22,,Pro,37,1813,21756,False,True,False,False,annual,True,0
S-4206eb,A-7df7a7,2023-09-07,,Enterprise,13,2587,31044,False,False,False,False,monthly,True,0
S-b998a9,A-fce879,2024-10-18,,Enterprise,10,1990,23880,False,False,False,False,annual,True,0
S-497428,A-cc8c8f,2024-10-07,,Basic,23,437,5244,False,False,False,False,monthly,True,0
S-9def16,A-c16101,2024-12-10,,Enterprise,22,4378,52536,False,False,False,False,monthly,True,0
S-807f28,A-86fc1d,2024-11-05,,Enterprise,26,5174,62088,False,False,False,False,monthly,False,0
S-39c024,A-7df7a7,2023-06-10,,Pro,29,0,0,True,False,False,False,annual,True,0
S-9e450b,A-89ee83,2024-12-21,2024-12-31,Enterprise,23,4577,54924,False,False,False,True,monthly,True,0
S-90432a,A-fe79a5,2024-12-04,2024-12-24,Enterprise,9,1791,21492,False,False,False,True,annual,False,0
S-e04d93,A-5a215a,2024-05-27,2024-12-30,Enterprise,87,17313,207756,False,False,False,True,monthly,True,0
S-0f569f,A-781cc0,2024-09-18,,Enterprise,12,2388,28656,False,False,False,False,monthly,True,0
S-efcb1e,A-118f1c,2024-12-10,,Pro,32,0,0,True,False,False,False,annual,True,0
S-f6f308,A-3793ee,2023-11-20,,Enterprise,49,0,0,True,True,False,False,annual,True,0
S-06fb77,A-96e141,2024-03-28,,Pro,22,1078,12936,False,False,False,False,annual,True,0
S-2db458,A-53f4e3,2024-09-21,,Basic,22,418,5016,False,False,False,False,annual,True,0
S-fcbe5a,A-e19ff6,2024-10-04,,Pro,40,1960,23520,False,True,False,False,annual,True,0
S-101324,A-8145a0,2023-09-29,,Enterprise,24,4776,57312,False,False,False,False,monthly,True,0
S-9464f8,A-eb7fac,2024-10-22,,Basic,26,494,5928,False,False,False,False,monthly,True,0
S-3473af,A-d77f4c,2024-10-10,,Basic,8,152,1824,False,True,False,False,monthly,True,0
S-d48577,A-7cfe77,2024-07-30,,Pro,69,3381,40572,False,False,True,False,annual,True,0
S-00866d,A-05f0e5,2023-10-31,,Basic,32,608,7296,False,False,False,False,annual,True,0
S-b7c825,A-9174e0,2024-12-21,,Enterprise,68,0,0,True,False,False,False,monthly,False,0
S-22c99d,A-5a215a,2024-03-08,,Enterprise,87,0,0,True,False,False,False,monthly,True,0
S-5fe191,A-c43359,2024-12-11,,Enterprise,38,7562,90744,False,True,False,False,annual,True,0
S-0e526f,A-e83938,2024-06-26,,Pro,5,245,2940,False,False,False,False,annual,True,0
S-beff12,A-f44180,2023-10-17,,Enterprise,9,1791,21492,False,False,False,False,monthly,True,0
S-d76bd0,A-7f29a7,2024-10-08,2024-10-15,Basic,41,779,9348,False,False,False,True,monthly,False,0
S-326691,A-e40f45,2024-11-24,2024-12-22,Basic,21,399,4788,False,False,False,True,monthly,False,0
S-ba67a5,A-fce879,2024-10-27,,Enterprise,19,3781,45372,False,False,False,False,annual,True,0
S-5272ff,A-fda07f,2024-11-10,,Enterprise,69,13731,164772,False,False,False,False,annual,True,0
S-78c894,A-d792a6,2023-02-17,,Basic,4,76,912,False,True,False,False,annual,True,0
S-2ee2e1,A-692f18,2024-06-12,,Pro,50,2450,29400,False,True,False,False,annual,False,0
S-7c2997,A-c1e51e,2024-12-21,2024-12-31,Pro,32,1568,18816,False,False,False,True,annual,True,0
S-f6edd4,A-5a92e7,2024-12-04,2024-12-15,Basic,11,209,2508,False,False,False,True,annual,False,0
S-ea8479,A-bcf87c,2024-10-25,,Basic,17,323,3876,False,False,True,False,annual,False,0
S-9e5075,A-81edc3,2024-09-02,,Enterprise,44,8756,105072,False,False,False,False,annual,True,0
S-9c09cb,A-702032,2024-12-10,,Basic,28,532,6384,False,False,False,False,annual,True,0
S-3829dc,A-1ac5e0,2024-11-17,,Enterprise,33,6567,78804,False,False,False,False,monthly,True,0
S-d238c2,A-71615e,2024-08-17,,Enterprise,55,10945,131340,False,False,False,False,annual,True,0
S-5ca0fe,A-d3c88e,2024-11-02,,Pro,16,784,9408,False,False,False,False,monthly,False,0
S-83dc0a,A-f44180,2023-08-31,,Enterprise,9,1791,21492,False,False,False,False,annual,True,0
S-fa9b43,A-10b8f2,2023-02-05,,Basic,47,0,0,True,False,False,False,annual,False,0
S-3a57be,A-05f0e5,2024-05-15,,Pro,32,1568,18816,False,False,False,False,monthly,True,0
S-eb9911,A-ab438f,2024-10-18,,Basic,28,0,0,True,False,False,False,annual,True,0
S-4a3e6c,A-acb7f7,2024-06-19,,Pro,32,1568,18816,False,False,False,False,monthly,True,0
S-112733,A-71615e,2024-10-21,,Basic,15,285,3420,False,False,False,False,annual,False,0
S-d91908,A-02fac6,2024-09-22,,Basic,22,418,5016,False,False,False,False,monthly,True,0
